Order Date,Region,Category,Quantity,Marketing_Invest,Discount_Rate
2020-08-25,East,Technology,6,24575.84,0.05
2020-08-25,East,Office Supplies,3,24575.84,0.05
2020-08-25,South,Technology,4,24575.84,0.05
2020-08-25,East,Office Supplies,3,24575.84,0.05
2020-08-25,Central,Technology,6,24575.84,0.05
2020-08-26,West,Technology,2,24575.84,0.05
2020-08-26,East,Office Supplies,4,24575.84,0.05
2020-08-26,Central,Furniture,6,24575.84,0.05
2020-08-26,West,Furniture,6,24575.84,0.05
2020-08-26,West,Technology,6,24575.84,0.05
2020-08-26,Central,Furniture,4,24575.84,0.05
2020-08-26,South,Furniture,5,24575.84,0.05
2020-08-26,West,Office Supplies,5,24575.84,0.05
2020-08-26,East,Furniture,3,24575.84,0.05
2020-08-26,East,Technology,5,24575.84,0.05
2020-08-26,West,Technology,4,24575.84,0.05
2020-08-26,West,Technology,2,24575.84,0.05
2020-08-26,South,Technology,1,24575.84,0.05
2020-08-26,West,Office Supplies,1,24575.84,0.05
2020-08-26,West,Office Supplies,6,24575.84,0.05
2020-08-26,Central,Technology,5,24575.84,0.05
2020-08-26,West,Office Supplies,3,24575.84,0.05
2020-08-27,South,Furniture,4,24575.84,0.05
2020-08-27,South,Furniture,3,24575.84,0.05
2020-08-27,Central,Office Supplies,1,24575.84,0.05
2020-08-27,Central,Technology,6,24575.84,0.05
2020-08-27,Central,Office Supplies,2,24575.84,0.05
2020-08-27,East,Technology,4,24575.84,0.05
2020-08-27,East,Furniture,5,24575.84,0.05
2020-08-27,West,Office Supplies,6,24575.84,0.05
2020-08-27,West,Office Supplies,2,24575.84,0.05
2020-08-27,South,Furniture,5,24575.84,0.05
2020-08-27,Central,Office Supplies,3,24575.84,0.05
2020-08-27,Central,Furniture,3,24575.84,0.05
2020-08-28,Central,Furniture,4,24575.84,0.05
2020-08-28,East,Office Supplies,2,24575.84,0.05
2020-08-28,Central,Technology,4,24575.84,0.05
2020-08-28,West,Office Supplies,4,24575.84,0.05
2020-08-28,Central,Technology,4,24575.84,0.05
2020-08-28,West,Office Supplies,5,24575.84,0.05
2020-08-28,Central,Office Supplies,5,24575.84,0.05
2020-08-28,West,Office Supplies,5,24575.84,0.05
2020-08-28,East,Office Supplies,5,24575.84,0.05
2020-08-28,West,Technology,5,24575.84,0.05
2020-08-28,West,Technology,4,24575.84,0.05
2020-08-28,Central,Technology,3,24575.84,0.05
2020-08-29,Central,Technology,6,24575.84,0.05
2020-08-29,East,Furniture,4,24575.84,0.05
2020-08-29,West,Office Supplies,6,24575.84,0.05
2020-08-29,Central,Furniture,1,24575.84,0.05
2020-08-29,West,Technology,4,24575.84,0.05
2020-08-29,South,Furniture,3,24575.84,0.05
2020-08-29,West,Office Supplies,1,24575.84,0.05
2020-08-29,East,Technology,5,24575.84,0.05
2020-08-29,West,Technology,5,24575.84,0.05
2020-08-29,West,Office Supplies,5,24575.84,0.05
2020-08-29,South,Furniture,6,24575.84,0.05
2020-08-29,East,Technology,5,24575.84,0.05
2020-08-29,East,Technology,1,24575.84,0.05
2020-08-29,West,Office Supplies,1,24575.84,0.05
2020-08-29,East,Office Supplies,1,24575.84,0.05
2020-08-29,South,Technology,6,24575.84,0.05
2020-08-29,West,Office Supplies,6,24575.84,0.05
2020-08-29,South,Furniture,2,24575.84,0.05
2020-08-29,West,Technology,1,24575.84,0.05
2020-08-29,West,Office Supplies,1,24575.84,0.05
2020-08-29,East,Office Supplies,2,24575.84,0.05
2020-08-29,West,Furniture,2,24575.84,0.05
2020-08-30,East,Technology,4,24575.84,0.05
2020-08-30,Central,Technology,2,24575.84,0.05
2020-08-30,Central,Technology,4,24575.84,0.05
2020-08-30,East,Technology,4,24575.84,0.05
2020-08-30,West,Furniture,3,24575.84,0.05
2020-08-30,South,Technology,5,24575.84,0.05
2020-08-30,West,Office Supplies,3,24575.84,0.05
2020-08-30,East,Office Supplies,4,24575.84,0.05
2020-08-30,East,Office Supplies,1,24575.84,0.05
2020-08-30,Central,Technology,5,24575.84,0.05
2020-08-30,West,Technology,6,24575.84,0.05
2020-08-30,West,Technology,3,24575.84,0.05
2020-08-30,East,Office Supplies,5,24575.84,0.05
2020-08-30,West,Furniture,5,24575.84,0.05
2020-08-30,East,Technology,3,24575.84,0.05
2020-08-30,West,Furniture,3,24575.84,0.05
2020-08-30,East,Office Supplies,5,24575.84,0.05
2020-08-30,West,Office Supplies,2,24575.84,0.05
2020-08-30,Central,Office Supplies,4,24575.84,0.05
2020-08-30,Central,Office Supplies,6,24575.84,0.05
2020-08-31,East,Office Supplies,5,24575.84,0.05
2020-08-31,Central,Technology,4,24575.84,0.05
2020-08-31,West,Technology,5,24575.84,0.05
2020-08-31,South,Technology,6,24575.84,0.05
2020-08-31,South,Office Supplies,6,24575.84,0.05
2020-08-31,West,Technology,2,24575.84,0.05
2020-08-31,Central,Technology,3,24575.84,0.05
2020-08-31,East,Technology,1,24575.84,0.05
2020-09-01,West,Technology,1,26645.66,0.05
2020-09-01,West,Technology,1,26645.66,0.05
2020-09-01,East,Furniture,2,26645.66,0.05
2020-09-01,West,Office Supplies,2,26645.66,0.05
2020-09-01,South,Technology,6,26645.66,0.05
2020-09-01,East,Office Supplies,6,26645.66,0.05
2020-09-01,West,Office Supplies,1,26645.66,0.05
2020-09-01,East,Furniture,6,26645.66,0.05
2020-09-01,East,Office Supplies,3,26645.66,0.05
2020-09-01,Central,Technology,3,26645.66,0.05
2020-09-01,West,Office Supplies,5,26645.66,0.05
2020-09-01,East,Office Supplies,2,26645.66,0.05
2020-09-02,Central,Furniture,2,26645.66,0.05
2020-09-02,West,Technology,6,26645.66,0.05
2020-09-02,West,Office Supplies,4,26645.66,0.05
2020-09-02,East,Furniture,4,26645.66,0.05
2020-09-02,West,Office Supplies,3,26645.66,0.05
2020-09-02,Central,Office Supplies,4,26645.66,0.05
2020-09-02,West,Technology,6,26645.66,0.05
2020-09-02,East,Technology,6,26645.66,0.05
2020-09-03,West,Furniture,5,26645.66,0.05
2020-09-03,Central,Office Supplies,6,26645.66,0.05
2020-09-03,East,Furniture,6,26645.66,0.05
2020-09-03,West,Furniture,2,26645.66,0.05
2020-09-03,West,Furniture,4,26645.66,0.05
2020-09-03,East,Office Supplies,6,26645.66,0.05
2020-09-03,West,Technology,4,26645.66,0.05
2020-09-03,West,Furniture,5,26645.66,0.05
2020-09-03,South,Furniture,4,26645.66,0.05
2020-09-03,West,Office Supplies,6,26645.66,0.05
2020-09-03,Central,Technology,4,26645.66,0.05
2020-09-03,Central,Furniture,2,26645.66,0.05
2020-09-03,East,Office Supplies,1,26645.66,0.05
2020-09-03,West,Technology,2,26645.66,0.05
2020-09-03,East,Furniture,2,26645.66,0.05
2020-09-03,South,Technology,1,26645.66,0.05
2020-09-03,East,Technology,6,26645.66,0.05
2020-09-03,South,Technology,3,26645.66,0.05
2020-09-03,East,Office Supplies,4,26645.66,0.05
2020-09-03,West,Furniture,4,26645.66,0.05
2020-09-03,East,Technology,2,26645.66,0.05
2020-09-04,Central,Technology,2,26645.66,0.05
2020-09-04,Central,Technology,6,26645.66,0.05
2020-09-04,East,Office Supplies,6,26645.66,0.05
2020-09-04,West,Furniture,1,26645.66,0.05
2020-09-04,East,Office Supplies,1,26645.66,0.05
2020-09-04,West,Technology,2,26645.66,0.05
2020-09-04,West,Office Supplies,6,26645.66,0.05
2020-09-04,East,Technology,4,26645.66,0.05
2020-09-04,South,Technology,3,26645.66,0.05
2020-09-04,South,Technology,1,26645.66,0.05
2020-09-04,Central,Furniture,6,26645.66,0.05
2020-09-04,Central,Office Supplies,6,26645.66,0.05
2020-09-04,West,Furniture,3,26645.66,0.05
2020-09-04,East,Technology,4,26645.66,0.05
2020-09-05,West,Furniture,1,26645.66,0.05
2020-09-05,West,Technology,3,26645.66,0.05
2020-09-05,East,Furniture,6,26645.66,0.05
2020-09-05,West,Office Supplies,4,26645.66,0.05
2020-09-05,West,Furniture,4,26645.66,0.05
2020-09-05,East,Office Supplies,5,26645.66,0.05
2020-09-05,Central,Furniture,3,26645.66,0.05
2020-09-05,West,Office Supplies,1,26645.66,0.05
2020-09-05,East,Office Supplies,1,26645.66,0.05
2020-09-05,Central,Furniture,4,26645.66,0.05
2020-09-05,West,Office Supplies,3,26645.66,0.05
2020-09-05,East,Furniture,6,26645.66,0.05
2020-09-05,South,Technology,2,26645.66,0.05
2020-09-05,West,Technology,6,26645.66,0.05
2020-09-05,East,Technology,3,26645.66,0.05
2020-09-05,Central,Office Supplies,1,26645.66,0.05
2020-09-05,East,Office Supplies,1,26645.66,0.05
2020-09-05,East,Furniture,3,26645.66,0.05
2020-09-05,West,Furniture,4,26645.66,0.05
2020-09-06,South,Furniture,1,26645.66,0.05
2020-09-06,South,Furniture,6,26645.66,0.05
2020-09-06,East,Furniture,5,26645.66,0.05
2020-09-06,West,Furniture,4,26645.66,0.05
2020-09-06,West,Furniture,1,26645.66,0.05
2020-09-06,East,Furniture,6,26645.66,0.05
2020-09-06,South,Office Supplies,3,26645.66,0.05
2020-09-06,West,Office Supplies,2,26645.66,0.05
2020-09-06,West,Technology,2,26645.66,0.05
2020-09-06,East,Furniture,4,26645.66,0.05
2020-09-06,South,Furniture,3,26645.66,0.05
2020-09-06,West,Technology,3,26645.66,0.05
2020-09-06,Central,Technology,4,26645.66,0.05
2020-09-07,Central,Office Supplies,1,26645.66,0.05
2020-09-07,East,Technology,3,26645.66,0.05
2020-09-07,Central,Furniture,4,26645.66,0.05
2020-09-07,West,Office Supplies,5,26645.66,0.05
2020-09-07,Central,Technology,4,26645.66,0.05
2020-09-07,West,Furniture,4,26645.66,0.05
2020-09-07,Central,Office Supplies,5,26645.66,0.05
2020-09-07,West,Office Supplies,2,26645.66,0.05
2020-09-07,West,Technology,2,26645.66,0.05
2020-09-07,Central,Technology,6,26645.66,0.05
2020-09-08,Central,Furniture,4,26645.66,0.05
2020-09-08,West,Office Supplies,2,26645.66,0.05
2020-09-08,West,Technology,2,26645.66,0.05
2020-09-08,Central,Office Supplies,3,26645.66,0.05
2020-09-08,West,Technology,2,26645.66,0.05
2020-09-08,East,Technology,4,26645.66,0.05
2020-09-08,West,Furniture,3,26645.66,0.05
2020-09-08,South,Furniture,5,26645.66,0.05
2020-09-08,West,Technology,6,26645.66,0.05
2020-09-08,Central,Technology,4,26645.66,0.05
2020-09-08,West,Technology,6,26645.66,0.05
2020-09-08,South,Technology,2,26645.66,0.05
2020-09-08,West,Furniture,3,26645.66,0.05
2020-09-08,South,Technology,4,26645.66,0.05
2020-09-08,West,Office Supplies,5,26645.66,0.05
2020-09-09,West,Office Supplies,6,26645.66,0.05
2020-09-09,West,Office Supplies,5,26645.66,0.05
2020-09-09,East,Technology,3,26645.66,0.05
2020-09-09,Central,Technology,3,26645.66,0.05
2020-09-09,South,Furniture,3,26645.66,0.05
2020-09-09,East,Office Supplies,5,26645.66,0.05
2020-09-09,West,Office Supplies,5,26645.66,0.05
2020-09-09,Central,Furniture,5,26645.66,0.05
2020-09-09,East,Furniture,3,26645.66,0.05
2020-09-09,East,Furniture,3,26645.66,0.05
2020-09-09,Central,Furniture,1,26645.66,0.05
2020-09-09,Central,Furniture,2,26645.66,0.05
2020-09-09,East,Technology,3,26645.66,0.05
2020-09-09,Central,Furniture,3,26645.66,0.05
2020-09-09,Central,Furniture,2,26645.66,0.05
2020-09-09,West,Technology,2,26645.66,0.05
2020-09-09,West,Office Supplies,3,26645.66,0.05
2020-09-10,East,Technology,5,26645.66,0.05
2020-09-10,East,Furniture,5,26645.66,0.05
2020-09-10,West,Office Supplies,2,26645.66,0.05
2020-09-10,West,Furniture,6,26645.66,0.05
2020-09-10,Central,Office Supplies,1,26645.66,0.05
2020-09-10,Central,Technology,6,26645.66,0.05
2020-09-10,South,Furniture,5,26645.66,0.05
2020-09-10,East,Furniture,5,26645.66,0.05
2020-09-10,East,Technology,2,26645.66,0.05
2020-09-10,Central,Furniture,5,26645.66,0.05
2020-09-10,East,Technology,2,26645.66,0.05
2020-09-10,Central,Furniture,6,26645.66,0.05
2020-09-10,South,Technology,1,26645.66,0.05
2020-09-10,East,Furniture,2,26645.66,0.05
2020-09-11,Central,Technology,6,26645.66,0.05
2020-09-11,West,Office Supplies,1,26645.66,0.05
2020-09-11,Central,Technology,3,26645.66,0.05
2020-09-11,Central,Furniture,1,26645.66,0.05
2020-09-11,West,Office Supplies,4,26645.66,0.05
2020-09-11,East,Office Supplies,4,26645.66,0.05
2020-09-11,East,Office Supplies,6,26645.66,0.05
2020-09-11,West,Technology,2,26645.66,0.05
2020-09-11,West,Office Supplies,1,26645.66,0.05
2020-09-11,Central,Furniture,1,26645.66,0.05
2020-09-11,East,Office Supplies,1,26645.66,0.05
2020-09-12,South,Technology,3,26645.66,0.05
2020-09-12,East,Office Supplies,3,26645.66,0.05
2020-09-12,West,Technology,6,26645.66,0.05
2020-09-12,East,Furniture,3,26645.66,0.05
2020-09-12,South,Technology,6,26645.66,0.05
2020-09-12,West,Furniture,1,26645.66,0.05
2020-09-12,South,Furniture,5,26645.66,0.05
2020-09-12,East,Office Supplies,4,26645.66,0.05
2020-09-12,West,Office Supplies,5,26645.66,0.05
2020-09-12,West,Furniture,3,26645.66,0.05
2020-09-12,South,Furniture,2,26645.66,0.05
2020-09-12,East,Furniture,2,26645.66,0.05
2020-09-12,West,Office Supplies,4,26645.66,0.05
2020-09-13,Central,Furniture,1,26645.66,0.05
2020-09-13,West,Furniture,1,26645.66,0.05
2020-09-13,Central,Technology,6,26645.66,0.05
2020-09-13,South,Technology,3,26645.66,0.05
2020-09-13,West,Furniture,2,26645.66,0.05
2020-09-13,South,Furniture,2,26645.66,0.05
2020-09-13,West,Furniture,3,26645.66,0.05
2020-09-13,East,Furniture,6,26645.66,0.05
2020-09-13,Central,Technology,3,26645.66,0.05
2020-09-13,Central,Office Supplies,5,26645.66,0.05
2020-09-13,East,Furniture,3,26645.66,0.05
2020-09-13,West,Furniture,3,26645.66,0.05
2020-09-14,Central,Technology,4,26645.66,0.05
2020-09-14,South,Technology,2,26645.66,0.05
2020-09-14,West,Office Supplies,2,26645.66,0.05
2020-09-14,East,Furniture,1,26645.66,0.05
2020-09-14,West,Office Supplies,5,26645.66,0.05
2020-09-14,West,Technology,5,26645.66,0.05
2020-09-14,South,Technology,3,26645.66,0.05
2020-09-14,Central,Furniture,1,26645.66,0.05
2020-09-14,East,Office Supplies,4,26645.66,0.05
2020-09-14,West,Furniture,4,26645.66,0.05
2020-09-14,Central,Furniture,1,26645.66,0.05
2020-09-15,East,Office Supplies,2,26645.66,0.05
2020-09-15,West,Office Supplies,1,26645.66,0.05
2020-09-15,Central,Office Supplies,5,26645.66,0.05
2020-09-15,Central,Technology,6,26645.66,0.05
2020-09-15,West,Furniture,4,26645.66,0.05
2020-09-15,East,Furniture,6,26645.66,0.05
2020-09-15,Central,Office Supplies,1,26645.66,0.05
2020-09-15,South,Furniture,2,26645.66,0.05
2020-09-15,Central,Technology,2,26645.66,0.05
2020-09-15,West,Furniture,5,26645.66,0.05
2020-09-15,East,Office Supplies,5,26645.66,0.05
2020-09-15,East,Office Supplies,1,26645.66,0.05
2020-09-15,Central,Furniture,5,26645.66,0.05
2020-09-15,Central,Office Supplies,1,26645.66,0.05
2020-09-15,Central,Office Supplies,5,26645.66,0.05
2020-09-15,Central,Office Supplies,4,26645.66,0.05
2020-09-15,East,Furniture,2,26645.66,0.05
2020-09-16,Central,Furniture,1,26645.66,0.05
2020-09-16,West,Technology,6,26645.66,0.05
2020-09-16,Central,Technology,6,26645.66,0.05
2020-09-16,East,Office Supplies,1,26645.66,0.05
2020-09-16,West,Technology,4,26645.66,0.05
2020-09-16,West,Technology,5,26645.66,0.05
2020-09-16,West,Office Supplies,2,26645.66,0.05
2020-09-16,South,Office Supplies,6,26645.66,0.05
2020-09-16,East,Office Supplies,5,26645.66,0.05
2020-09-16,West,Technology,2,26645.66,0.05
2020-09-16,South,Furniture,1,26645.66,0.05
2020-09-16,South,Technology,3,26645.66,0.05
2020-09-16,Central,Furniture,3,26645.66,0.05
2020-09-16,East,Office Supplies,3,26645.66,0.05
2020-09-16,West,Furniture,1,26645.66,0.05
2020-09-17,Central,Office Supplies,1,26645.66,0.05
2020-09-17,East,Technology,3,26645.66,0.05
2020-09-17,South,Technology,4,26645.66,0.05
2020-09-17,South,Furniture,5,26645.66,0.05
2020-09-17,Central,Furniture,2,26645.66,0.05
2020-09-17,West,Office Supplies,4,26645.66,0.05
2020-09-17,East,Office Supplies,6,26645.66,0.05
2020-09-17,East,Furniture,1,26645.66,0.05
2020-09-17,Central,Furniture,1,26645.66,0.05
2020-09-17,East,Office Supplies,1,26645.66,0.05
2020-09-17,Central,Furniture,1,26645.66,0.05
2020-09-17,East,Office Supplies,1,26645.66,0.05
2020-09-17,East,Technology,1,26645.66,0.05
2020-09-17,East,Furniture,6,26645.66,0.05
2020-09-17,Central,Technology,5,26645.66,0.05
2020-09-17,East,Office Supplies,3,26645.66,0.05
2020-09-18,Central,Technology,1,26645.66,0.05
2020-09-18,East,Office Supplies,6,26645.66,0.05
2020-09-18,East,Office Supplies,2,26645.66,0.05
2020-09-18,South,Technology,5,26645.66,0.05
2020-09-18,South,Office Supplies,6,26645.66,0.05
2020-09-18,West,Technology,4,26645.66,0.05
2020-09-18,South,Technology,5,26645.66,0.05
2020-09-18,South,Furniture,3,26645.66,0.05
2020-09-18,East,Technology,6,26645.66,0.05
2020-09-18,East,Furniture,3,26645.66,0.05
2020-09-18,West,Office Supplies,4,26645.66,0.05
2020-09-18,West,Technology,3,26645.66,0.05
2020-09-18,Central,Office Supplies,6,26645.66,0.05
2020-09-18,Central,Technology,6,26645.66,0.05
2020-09-19,East,Office Supplies,2,26645.66,0.05
2020-09-19,East,Technology,2,26645.66,0.05
2020-09-19,West,Office Supplies,1,26645.66,0.05
2020-09-19,West,Office Supplies,6,26645.66,0.05
2020-09-19,West,Furniture,4,26645.66,0.05
2020-09-19,West,Furniture,4,26645.66,0.05
2020-09-19,Central,Technology,2,26645.66,0.05
2020-09-19,West,Technology,5,26645.66,0.05
2020-09-19,East,Furniture,6,26645.66,0.05
2020-09-19,Central,Office Supplies,2,26645.66,0.05
2020-09-19,West,Office Supplies,5,26645.66,0.05
2020-09-19,West,Technology,1,26645.66,0.05
2020-09-20,South,Technology,4,26645.66,0.05
2020-09-20,West,Furniture,2,26645.66,0.05
2020-09-20,East,Furniture,4,26645.66,0.05
2020-09-20,South,Furniture,1,26645.66,0.05
2020-09-20,West,Furniture,6,26645.66,0.05
2020-09-20,East,Technology,6,26645.66,0.05
2020-09-20,West,Furniture,1,26645.66,0.05
2020-09-20,East,Office Supplies,2,26645.66,0.05
2020-09-20,West,Office Supplies,6,26645.66,0.05
2020-09-20,East,Technology,5,26645.66,0.05
2020-09-20,Central,Furniture,2,26645.66,0.05
2020-09-20,West,Furniture,3,26645.66,0.05
2020-09-21,West,Office Supplies,1,26645.66,0.05
2020-09-21,West,Office Supplies,5,26645.66,0.05
2020-09-21,East,Furniture,5,26645.66,0.05
2020-09-21,West,Technology,3,26645.66,0.05
2020-09-21,East,Furniture,5,26645.66,0.05
2020-09-22,West,Furniture,4,26645.66,0.05
2020-09-22,South,Office Supplies,4,26645.66,0.05
2020-09-22,West,Technology,4,26645.66,0.05
2020-09-22,Central,Technology,1,26645.66,0.05
2020-09-22,East,Technology,2,26645.66,0.05
2020-09-22,West,Technology,1,26645.66,0.05
2020-09-22,Central,Office Supplies,5,26645.66,0.05
2020-09-22,South,Technology,6,26645.66,0.05
2020-09-22,East,Furniture,3,26645.66,0.05
2020-09-22,East,Technology,6,26645.66,0.05
2020-09-22,Central,Technology,6,26645.66,0.05
2020-09-22,West,Furniture,4,26645.66,0.05
2020-09-22,East,Furniture,1,26645.66,0.05
2020-09-22,Central,Technology,1,26645.66,0.05
2020-09-22,West,Office Supplies,2,26645.66,0.05
2020-09-22,West,Office Supplies,5,26645.66,0.05
2020-09-22,East,Office Supplies,4,26645.66,0.05
2020-09-22,South,Technology,4,26645.66,0.05
2020-09-22,Central,Office Supplies,1,26645.66,0.05
2020-09-23,South,Furniture,6,26645.66,0.05
2020-09-23,West,Technology,5,26645.66,0.05
2020-09-23,South,Furniture,3,26645.66,0.05
2020-09-23,West,Technology,6,26645.66,0.05
2020-09-23,East,Office Supplies,5,26645.66,0.05
2020-09-23,South,Furniture,3,26645.66,0.05
2020-09-23,West,Office Supplies,5,26645.66,0.05
2020-09-23,West,Furniture,6,26645.66,0.05
2020-09-23,South,Office Supplies,2,26645.66,0.05
2020-09-23,West,Office Supplies,3,26645.66,0.05
2020-09-23,Central,Office Supplies,6,26645.66,0.05
2020-09-23,East,Office Supplies,5,26645.66,0.05
2020-09-23,Central,Furniture,1,26645.66,0.05
2020-09-23,West,Office Supplies,6,26645.66,0.05
2020-09-23,South,Office Supplies,6,26645.66,0.05
2020-09-23,East,Furniture,6,26645.66,0.05
2020-09-24,West,Technology,6,26645.66,0.05
2020-09-24,South,Technology,4,26645.66,0.05
2020-09-24,South,Office Supplies,2,26645.66,0.05
2020-09-24,Central,Furniture,4,26645.66,0.05
2020-09-24,Central,Furniture,3,26645.66,0.05
2020-09-24,East,Technology,6,26645.66,0.05
2020-09-24,East,Office Supplies,5,26645.66,0.05
2020-09-24,West,Office Supplies,4,26645.66,0.05
2020-09-24,South,Office Supplies,2,26645.66,0.05
2020-09-24,East,Office Supplies,1,26645.66,0.05
2020-09-24,East,Technology,2,26645.66,0.05
2020-09-24,East,Technology,5,26645.66,0.05
2020-09-24,East,Office Supplies,1,26645.66,0.05
2020-09-25,West,Furniture,6,26645.66,0.05
2020-09-25,West,Furniture,4,26645.66,0.05
2020-09-25,Central,Office Supplies,2,26645.66,0.05
2020-09-25,Central,Office Supplies,6,26645.66,0.05
2020-09-25,East,Office Supplies,2,26645.66,0.05
2020-09-25,South,Furniture,1,26645.66,0.05
2020-09-25,West,Furniture,4,26645.66,0.05
2020-09-25,West,Technology,3,26645.66,0.05
2020-09-25,East,Technology,1,26645.66,0.05
2020-09-25,Central,Office Supplies,6,26645.66,0.05
2020-09-25,South,Furniture,2,26645.66,0.05
2020-09-25,Central,Office Supplies,1,26645.66,0.05
2020-09-26,Central,Office Supplies,2,26645.66,0.05
2020-09-26,West,Technology,6,26645.66,0.05
2020-09-26,West,Office Supplies,6,26645.66,0.05
2020-09-26,Central,Furniture,1,26645.66,0.05
2020-09-26,East,Furniture,2,26645.66,0.05
2020-09-26,Central,Furniture,3,26645.66,0.05
2020-09-26,East,Office Supplies,1,26645.66,0.05
2020-09-26,South,Furniture,1,26645.66,0.05
2020-09-26,West,Office Supplies,2,26645.66,0.05
2020-09-26,South,Office Supplies,4,26645.66,0.05
2020-09-26,South,Technology,2,26645.66,0.05
2020-09-27,East,Technology,5,26645.66,0.05
2020-09-27,South,Technology,6,26645.66,0.05
2020-09-27,South,Office Supplies,2,26645.66,0.05
2020-09-27,West,Office Supplies,6,26645.66,0.05
2020-09-27,Central,Technology,3,26645.66,0.05
2020-09-27,East,Office Supplies,5,26645.66,0.05
2020-09-27,Central,Technology,4,26645.66,0.05
2020-09-27,Central,Furniture,4,26645.66,0.05
2020-09-27,Central,Furniture,5,26645.66,0.05
2020-09-27,East,Office Supplies,5,26645.66,0.05
2020-09-27,South,Technology,4,26645.66,0.05
2020-09-27,East,Office Supplies,4,26645.66,0.05
2020-09-27,West,Office Supplies,1,26645.66,0.05
2020-09-27,West,Office Supplies,2,26645.66,0.05
2020-09-28,South,Technology,3,26645.66,0.05
2020-09-28,West,Office Supplies,3,26645.66,0.05
2020-09-28,West,Furniture,3,26645.66,0.05
2020-09-28,West,Technology,4,26645.66,0.05
2020-09-28,West,Technology,2,26645.66,0.05
2020-09-28,East,Furniture,5,26645.66,0.05
2020-09-28,East,Office Supplies,6,26645.66,0.05
2020-09-28,East,Office Supplies,4,26645.66,0.05
2020-09-28,South,Technology,3,26645.66,0.05
2020-09-28,West,Furniture,2,26645.66,0.05
2020-09-28,East,Technology,1,26645.66,0.05
2020-09-28,Central,Furniture,3,26645.66,0.05
2020-09-29,East,Furniture,5,26645.66,0.05
2020-09-29,West,Technology,4,26645.66,0.05
2020-09-29,South,Furniture,3,26645.66,0.05
2020-09-29,East,Furniture,2,26645.66,0.05
2020-09-29,Central,Technology,4,26645.66,0.05
2020-09-29,East,Furniture,5,26645.66,0.05
2020-09-29,Central,Furniture,2,26645.66,0.05
2020-09-29,East,Office Supplies,2,26645.66,0.05
2020-09-29,South,Office Supplies,5,26645.66,0.05
2020-09-29,Central,Office Supplies,6,26645.66,0.05
2020-09-29,Central,Technology,3,26645.66,0.05
2020-09-30,South,Office Supplies,6,26645.66,0.05
2020-09-30,East,Furniture,3,26645.66,0.05
2020-09-30,Central,Furniture,4,26645.66,0.05
2020-09-30,Central,Furniture,2,26645.66,0.05
2020-09-30,West,Furniture,5,26645.66,0.05
2020-09-30,South,Office Supplies,6,26645.66,0.05
2020-09-30,East,Technology,3,26645.66,0.05
2020-09-30,East,Technology,4,26645.66,0.05
2020-09-30,West,Furniture,6,26645.66,0.05
2020-09-30,East,Furniture,3,26645.66,0.05
2020-09-30,West,Furniture,2,26645.66,0.05
2020-09-30,East,Furniture,1,26645.66,0.05
2020-09-30,East,Furniture,3,26645.66,0.05
2020-09-30,West,Office Supplies,6,26645.66,0.05
2020-09-30,East,Furniture,2,26645.66,0.05
2020-09-30,East,Furniture,2,26645.66,0.05
2020-09-30,West,Office Supplies,5,26645.66,0.05
2020-09-30,South,Furniture,4,26645.66,0.05
2020-09-30,West,Furniture,4,26645.66,0.05
2020-09-30,Central,Office Supplies,2,26645.66,0.05
2020-10-01,West,Technology,6,28316.39,0.05
2020-10-01,South,Technology,1,28316.39,0.05
2020-10-01,West,Office Supplies,2,28316.39,0.05
2020-10-01,East,Technology,3,28316.39,0.05
2020-10-01,West,Office Supplies,3,28316.39,0.05
2020-10-02,East,Office Supplies,2,28316.39,0.05
2020-10-02,East,Technology,1,28316.39,0.05
2020-10-02,East,Office Supplies,5,28316.39,0.05
2020-10-02,East,Office Supplies,5,28316.39,0.05
2020-10-02,Central,Office Supplies,4,28316.39,0.05
2020-10-02,East,Technology,2,28316.39,0.05
2020-10-02,East,Technology,6,28316.39,0.05
2020-10-03,East,Technology,2,28316.39,0.05
2020-10-03,West,Office Supplies,6,28316.39,0.05
2020-10-03,West,Office Supplies,3,28316.39,0.05
2020-10-03,South,Office Supplies,3,28316.39,0.05
2020-10-03,West,Office Supplies,3,28316.39,0.05
2020-10-03,East,Technology,3,28316.39,0.05
2020-10-03,Central,Office Supplies,3,28316.39,0.05
2020-10-03,Central,Office Supplies,4,28316.39,0.05
2020-10-03,East,Furniture,5,28316.39,0.05
2020-10-03,East,Technology,2,28316.39,0.05
2020-10-03,South,Technology,5,28316.39,0.05
2020-10-03,Central,Technology,3,28316.39,0.05
2020-10-04,South,Office Supplies,2,28316.39,0.05
2020-10-04,West,Furniture,6,28316.39,0.05
2020-10-04,East,Office Supplies,5,28316.39,0.05
2020-10-04,East,Furniture,4,28316.39,0.05
2020-10-05,Central,Furniture,1,28316.39,0.05
2020-10-05,South,Technology,6,28316.39,0.05
2020-10-05,Central,Office Supplies,1,28316.39,0.05
2020-10-05,South,Office Supplies,6,28316.39,0.05
2020-10-05,Central,Technology,3,28316.39,0.05
2020-10-05,Central,Office Supplies,4,28316.39,0.05
2020-10-05,Central,Furniture,4,28316.39,0.05
2020-10-05,West,Furniture,3,28316.39,0.05
2020-10-05,East,Furniture,4,28316.39,0.05
2020-10-05,Central,Technology,4,28316.39,0.05
2020-10-05,Central,Furniture,2,28316.39,0.05
2020-10-05,South,Office Supplies,1,28316.39,0.05
